dataset,n_donors,trial,cell_type,n_cells,k_max,n_genes,dp_variant,prefactor,clip_value,delta,epsilon,delta_F,sigma
aida,5d,1,CD8-positive__alpha-beta_cytotoxic_T_cell,772,372,418,v2,1.0,3.0,1e-05,100,3498.66,169.5032638006697
aida,5d,1,CD8-positive__alpha-beta_cytotoxic_T_cell,772,372,418,v2,1.0,3.0,1e-05,1000,3498.66,16.95032638006697
aida,5d,1,CD8-positive__alpha-beta_cytotoxic_T_cell,772,372,418,v2,1.0,3.0,1e-05,10000,3498.66,1.6950326380066971
aida,5d,1,CD8-positive__alpha-beta_cytotoxic_T_cell,772,372,418,v2,1.0,3.0,1e-05,100000,3498.66,0.1695032638006697
aida,5d,1,CD8-positive__alpha-beta_cytotoxic_T_cell,772,372,418,v2,1.0,3.0,1e-05,1000000,3498.66,0.01695032638006697
aida,5d,1,CD8-positive__alpha-beta_cytotoxic_T_cell,772,372,418,v2,1.0,3.0,1e-05,10000000,3498.66,0.001695032638006697
aida,5d,1,CD8-positive__alpha-beta_cytotoxic_T_cell,772,372,418,v2,1.0,3.0,1e-05,100000000,3498.66,0.0001695032638006697
aida,5d,1,CD8-positive__alpha-beta_cytotoxic_T_cell,772,372,418,v2,1.0,3.0,1e-05,1000000000,3498.66,1.695032638006697e-05
aida,5d,1,CD8-positive__alpha-beta_memory_T_cell,261,91,412,v1,4.0,3.0,1e-05,1,7939.482352941176,38465.24588589203
aida,5d,1,CD8-positive__alpha-beta_memory_T_cell,261,91,412,v1,4.0,3.0,1e-05,10,7939.482352941176,3846.5245885892027
aida,5d,1,CD8-positive__alpha-beta_memory_T_cell,261,91,412,v1,4.0,3.0,1e-05,100,7939.482352941176,384.6524588589203
aida,5d,1,CD8-positive__alpha-beta_memory_T_cell,261,91,412,v1,4.0,3.0,1e-05,1000,7939.482352941176,38.46524588589203
aida,5d,1,CD8-positive__alpha-beta_memory_T_cell,261,91,412,v1,4.0,3.0,1e-05,10000,7939.482352941176,3.8465245885892028
aida,5d,1,CD8-positive__alpha-beta_memory_T_cell,261,91,412,v1,4.0,3.0,1e-05,100000,7939.482352941176,0.3846524588589203
aida,5d,1,CD8-positive__alpha-beta_memory_T_cell,261,91,412,v1,4.0,3.0,1e-05,1000000,7939.482352941176,0.03846524588589203
aida,5d,1,CD8-positive__alpha-beta_memory_T_cell,261,91,412,v1,4.0,3.0,1e-05,10000000,7939.482352941176,0.003846524588589203
aida,5d,1,CD8-positive__alpha-beta_memory_T_cell,261,91,412,v1,4.0,3.0,1e-05,100000000,7939.482352941176,0.0003846524588589203
aida,5d,1,CD8-positive__alpha-beta_memory_T_cell,261,91,412,v1,4.0,3.0,1e-05,1000000000,7939.482352941176,3.846524588589203e-05
aida,5d,1,CD8-positive__alpha-beta_memory_T_cell,261,91,412,v2,1.0,3.0,1e-05,1,1984.870588235294,9616.311471473007
aida,5d,1,CD8-positive__alpha-beta_memory_T_cell,261,91,412,v2,1.0,3.0,1e-05,10,1984.870588235294,961.6311471473007
aida,5d,1,CD8-positive__alpha-beta_memory_T_cell,261,91,412,v2,1.0,3.0,1e-05,100,1984.870588235294,96.16311471473007
aida,5d,1,CD8-positive__alpha-beta_memory_T_cell,261,91,412,v2,1.0,3.0,1e-05,1000,1984.870588235294,9.616311471473008
aida,5d,1,CD8-positive__alpha-beta_memory_T_cell,261,91,412,v2,1.0,3.0,1e-05,10000,1984.870588235294,0.9616311471473007
aida,5d,1,CD8-positive__alpha-beta_memory_T_cell,261,91,412,v2,1.0,3.0,1e-05,100000,1984.870588235294,0.09616311471473007
aida,5d,1,CD8-positive__alpha-beta_memory_T_cell,261,91,412,v2,1.0,3.0,1e-05,1000000,1984.870588235294,0.009616311471473007
aida,5d,1,CD8-positive__alpha-beta_memory_T_cell,261,91,412,v2,1.0,3.0,1e-05,10000000,1984.870588235294,0.0009616311471473008
aida,5d,1,CD8-positive__alpha-beta_memory_T_cell,261,91,412,v2,1.0,3.0,1e-05,100000000,1984.870588235294,9.616311471473007e-05
aida,5d,1,CD8-positive__alpha-beta_memory_T_cell,261,91,412,v2,1.0,3.0,1e-05,1000000000,1984.870588235294,9.616311471473007e-06
aida,5d,1,T_cell,161,65,406,v1,4.0,3.0,1e-05,1,9896.25,47945.40408005858
aida,5d,1,T_cell,161,65,406,v1,4.0,3.0,1e-05,10,9896.25,4794.540408005858
aida,5d,1,T_cell,161,65,406,v1,4.0,3.0,1e-05,100,9896.25,479.4540408005858
aida,5d,1,T_cell,161,65,406,v1,4.0,3.0,1e-05,1000,9896.25,47.94540408005858
aida,5d,1,T_cell,161,65,406,v1,4.0,3.0,1e-05,10000,9896.25,4.794540408005858
aida,5d,1,T_cell,161,65,406,v1,4.0,3.0,1e-05,100000,9896.25,0.4794540408005858
aida,5d,1,T_cell,161,65,406,v1,4.0,3.0,1e-05,1000000,9896.25,0.04794540408005858
aida,5d,1,T_cell,161,65,406,v1,4.0,3.0,1e-05,10000000,9896.25,0.004794540408005858
aida,5d,1,T_cell,161,65,406,v1,4.0,3.0,1e-05,100000000,9896.25,0.00047945404080058576
aida,5d,1,T_cell,161,65,406,v1,4.0,3.0,1e-05,1000000000,9896.25,4.794540408005858e-05
aida,5d,1,T_cell,161,65,406,v2,1.0,3.0,1e-05,1,2474.0625,11986.351020014645
aida,5d,1,T_cell,161,65,406,v2,1.0,3.0,1e-05,10,2474.0625,1198.6351020014645
aida,5d,1,T_cell,161,65,406,v2,1.0,3.0,1e-05,100,2474.0625,119.86351020014645
aida,5d,1,T_cell,161,65,406,v2,1.0,3.0,1e-05,1000,2474.0625,11.986351020014645
aida,5d,1,T_cell,161,65,406,v2,1.0,3.0,1e-05,10000,2474.0625,1.1986351020014645
aida,5d,1,T_cell,161,65,406,v2,1.0,3.0,1e-05,100000,2474.0625,0.11986351020014645
aida,5d,1,T_cell,161,65,406,v2,1.0,3.0,1e-05,1000000,2474.0625,0.011986351020014645
aida,5d,1,T_cell,161,65,406,v2,1.0,3.0,1e-05,10000000,2474.0625,0.0011986351020014645
aida,5d,1,T_cell,161,65,406,v2,1.0,3.0,1e-05,100000000,2474.0625,0.00011986351020014644
aida,5d,1,T_cell,161,65,406,v2,1.0,3.0,1e-05,1000000000,2474.0625,1.1986351020014645e-05
aida,5d,1,central_memory_CD4-positive__alpha-beta_T_cell,681,175,386,v1,4.0,3.0,1e-05,1,4805.928853754941,23283.78940237902
aida,5d,1,central_memory_CD4-positive__alpha-beta_T_cell,681,175,386,v1,4.0,3.0,1e-05,10,4805.928853754941,2328.378940237902
aida,5d,1,central_memory_CD4-positive__alpha-beta_T_cell,681,175,386,v1,4.0,3.0,1e-05,100,4805.928853754941,232.83789402379023
aida,5d,1,central_memory_CD4-positive__alpha-beta_T_cell,681,175,386,v1,4.0,3.0,1e-05,1000,4805.928853754941,23.28378940237902
aida,5d,1,central_memory_CD4-positive__alpha-beta_T_cell,681,175,386,v1,4.0,3.0,1e-05,10000,4805.928853754941,2.328378940237902
aida,5d,1,central_memory_CD4-positive__alpha-beta_T_cell,681,175,386,v1,4.0,3.0,1e-05,100000,4805.928853754941,0.2328378940237902
aida,5d,1,central_memory_CD4-positive__alpha-beta_T_cell,681,175,386,v1,4.0,3.0,1e-05,1000000,4805.928853754941,0.02328378940237902
aida,5d,1,central_memory_CD4-positive__alpha-beta_T_cell,681,175,386,v1,4.0,3.0,1e-05,10000000,4805.928853754941,0.002328378940237902
aida,5d,1,central_memory_CD4-positive__alpha-beta_T_cell,681,175,386,v1,4.0,3.0,1e-05,100000000,4805.928853754941,0.0002328378940237902
aida,5d,1,central_memory_CD4-positive__alpha-beta_T_cell,681,175,386,v1,4.0,3.0,1e-05,1000000000,4805.928853754941,2.3283789402379023e-05
aida,5d,1,central_memory_CD4-positive__alpha-beta_T_cell,681,175,386,v2,1.0,3.0,1e-05,1,1201.4822134387352,5820.947350594755
aida,5d,1,central_memory_CD4-positive__alpha-beta_T_cell,681,175,386,v2,1.0,3.0,1e-05,10,1201.4822134387352,582.0947350594755
aida,5d,1,central_memory_CD4-positive__alpha-beta_T_cell,681,175,386,v2,1.0,3.0,1e-05,100,1201.4822134387352,58.20947350594756
aida,5d,1,central_memory_CD4-positive__alpha-beta_T_cell,681,175,386,v2,1.0,3.0,1e-05,1000,1201.4822134387352,5.820947350594755
aida,5d,1,central_memory_CD4-positive__alpha-beta_T_cell,681,175,386,v2,1.0,3.0,1e-05,10000,1201.4822134387352,0.5820947350594755
aida,5d,1,central_memory_CD4-positive__alpha-beta_T_cell,681,175,386,v2,1.0,3.0,1e-05,100000,1201.4822134387352,0.05820947350594755
aida,5d,1,central_memory_CD4-positive__alpha-beta_T_cell,681,175,386,v2,1.0,3.0,1e-05,1000000,1201.4822134387352,0.005820947350594755
aida,5d,1,central_memory_CD4-positive__alpha-beta_T_cell,681,175,386,v2,1.0,3.0,1e-05,10000000,1201.4822134387352,0.0005820947350594755
aida,5d,1,central_memory_CD4-positive__alpha-beta_T_cell,681,175,386,v2,1.0,3.0,1e-05,100000000,1201.4822134387352,5.820947350594755e-05
aida,5d,1,central_memory_CD4-positive__alpha-beta_T_cell,681,175,386,v2,1.0,3.0,1e-05,1000000000,1201.4822134387352,5.820947350594756e-06
aida,5d,1,double_negative_T_regulatory_cell,4,2,534,v1,4.0,3.0,1e-05,1,19224.0,93136.536368326
aida,5d,1,double_negative_T_regulatory_cell,4,2,534,v1,4.0,3.0,1e-05,10,19224.0,9313.6536368326
aida,5d,1,double_negative_T_regulatory_cell,4,2,534,v1,4.0,3.0,1e-05,100,19224.0,931.36536368326
aida,5d,1,double_negative_T_regulatory_cell,4,2,534,v1,4.0,3.0,1e-05,1000,19224.0,93.13653636832599
aida,5d,1,double_negative_T_regulatory_cell,4,2,534,v1,4.0,3.0,1e-05,10000,19224.0,9.3136536368326
aida,5d,1,double_negative_T_regulatory_cell,4,2,534,v1,4.0,3.0,1e-05,100000,19224.0,0.93136536368326
aida,5d,1,double_negative_T_regulatory_cell,4,2,534,v1,4.0,3.0,1e-05,1000000,19224.0,0.09313653636832599
aida,5d,1,double_negative_T_regulatory_cell,4,2,534,v1,4.0,3.0,1e-05,10000000,19224.0,0.009313653636832599
aida,5d,1,double_negative_T_regulatory_cell,4,2,534,v1,4.0,3.0,1e-05,100000000,19224.0,0.0009313653636832599
aida,5d,1,double_negative_T_regulatory_cell,4,2,534,v1,4.0,3.0,1e-05,1000000000,19224.0,9.3136536368326e-05
aida,5d,1,double_negative_T_regulatory_cell,4,2,534,v2,1.0,3.0,1e-05,1,4806.0,23284.1340920815
aida,5d,1,double_negative_T_regulatory_cell,4,2,534,v2,1.0,3.0,1e-05,10,4806.0,2328.41340920815
aida,5d,1,double_negative_T_regulatory_cell,4,2,534,v2,1.0,3.0,1e-05,100,4806.0,232.841340920815
aida,5d,1,double_negative_T_regulatory_cell,4,2,534,v2,1.0,3.0,1e-05,1000,4806.0,23.284134092081498
aida,5d,1,double_negative_T_regulatory_cell,4,2,534,v2,1.0,3.0,1e-05,10000,4806.0,2.32841340920815
aida,5d,1,double_negative_T_regulatory_cell,4,2,534,v2,1.0,3.0,1e-05,100000,4806.0,0.232841340920815
aida,5d,1,double_negative_T_regulatory_cell,4,2,534,v2,1.0,3.0,1e-05,1000000,4806.0,0.023284134092081497
aida,5d,1,double_negative_T_regulatory_cell,4,2,534,v2,1.0,3.0,1e-05,10000000,4806.0,0.0023284134092081497
aida,5d,1,double_negative_T_regulatory_cell,4,2,534,v2,1.0,3.0,1e-05,100000000,4806.0,0.00023284134092081498
aida,5d,1,double_negative_T_regulatory_cell,4,2,534,v2,1.0,3.0,1e-05,1000000000,4806.0,2.32841340920815e-05
aida,5d,1,effector_memory_CD4-positive__alpha-beta_T_cell,116,35,391,v1,4.0,3.0,1e-05,1,6082.222222222223,29467.182230557668
aida,5d,1,effector_memory_CD4-positive__alpha-beta_T_cell,116,35,391,v1,4.0,3.0,1e-05,10,6082.222222222223,2946.718223055767
aida,5d,1,effector_memory_CD4-positive__alpha-beta_T_cell,116,35,391,v1,4.0,3.0,1e-05,100,6082.222222222223,294.67182230557665
aida,5d,1,effector_memory_CD4-positive__alpha-beta_T_cell,116,35,391,v1,4.0,3.0,1e-05,1000,6082.222222222223,29.46718223055767
aida,5d,1,effector_memory_CD4-positive__alpha-beta_T_cell,116,35,391,v1,4.0,3.0,1e-05,10000,6082.222222222223,2.946718223055767
aida,5d,1,effector_memory_CD4-positive__alpha-beta_T_cell,116,35,391,v1,4.0,3.0,1e-05,100000,6082.222222222223,0.2946718223055767
aida,5d,1,effector_memory_CD4-positive__alpha-beta_T_cell,116,35,391,v1,4.0,3.0,1e-05,1000000,6082.222222222223,0.029467182230557668
aida,5d,1,effector_memory_CD4-positive__alpha-beta_T_cell,116,35,391,v1,4.0,3.0,1e-05,10000000,6082.222222222223,0.0029467182230557666
aida,5d,1,effector_memory_CD4-positive__alpha-beta_T_cell,116,35,391,v1,4.0,3.0,1e-05,100000000,6082.222222222223,0.0002946718223055767
aida,5d,1,effector_memory_CD4-positive__alpha-beta_T_cell,116,35,391,v1,4.0,3.0,1e-05,1000000000,6082.222222222223,2.9467182230557668e-05
aida,5d,1,effector_memory_CD4-positive__alpha-beta_T_cell,116,35,391,v2,1.0,3.0,1e-05,1,1520.5555555555557,7366.795557639417
aida,5d,1,effector_memory_CD4-positive__alpha-beta_T_cell,116,35,391,v2,1.0,3.0,1e-05,10,1520.5555555555557,736.6795557639417
aida,5d,1,effector_memory_CD4-positive__alpha-beta_T_cell,116,35,391,v2,1.0,3.0,1e-05,100,1520.5555555555557,73.66795557639416
aida,5d,1,effector_memory_CD4-positive__alpha-beta_T_cell,116,35,391,v2,1.0,3.0,1e-05,1000,1520.5555555555557,7.366795557639417
aida,5d,1,effector_memory_CD4-positive__alpha-beta_T_cell,116,35,391,v2,1.0,3.0,1e-05,10000,1520.5555555555557,0.7366795557639417
aida,5d,1,effector_memory_CD4-positive__alpha-beta_T_cell,116,35,391,v2,1.0,3.0,1e-05,100000,1520.5555555555557,0.07366795557639418
aida,5d,1,effector_memory_CD4-positive__alpha-beta_T_cell,116,35,391,v2,1.0,3.0,1e-05,1000000,1520.5555555555557,0.007366795557639417
aida,5d,1,effector_memory_CD4-positive__alpha-beta_T_cell,116,35,391,v2,1.0,3.0,1e-05,10000000,1520.5555555555557,0.0007366795557639417
aida,5d,1,effector_memory_CD4-positive__alpha-beta_T_cell,116,35,391,v2,1.0,3.0,1e-05,100000000,1520.5555555555557,7.366795557639417e-05
aida,5d,1,effector_memory_CD4-positive__alpha-beta_T_cell,116,35,391,v2,1.0,3.0,1e-05,1000000000,1520.5555555555557,7.366795557639417e-06
aida,5d,1,erythrocyte,2,1,412,v1,4.0,3.0,1e-05,1,14832.0,71858.15165496313
aida,5d,1,erythrocyte,2,1,412,v1,4.0,3.0,1e-05,10,14832.0,7185.815165496313
aida,5d,1,erythrocyte,2,1,412,v1,4.0,3.0,1e-05,100,14832.0,718.5815165496314
aida,5d,1,erythrocyte,2,1,412,v1,4.0,3.0,1e-05,1000,14832.0,71.85815165496314
aida,5d,1,erythrocyte,2,1,412,v1,4.0,3.0,1e-05,10000,14832.0,7.185815165496313
aida,5d,1,erythrocyte,2,1,412,v1,4.0,3.0,1e-05,100000,14832.0,0.7185815165496313
aida,5d,1,erythrocyte,2,1,412,v1,4.0,3.0,1e-05,1000000,14832.0,0.07185815165496313
aida,5d,1,erythrocyte,2,1,412,v1,4.0,3.0,1e-05,10000000,14832.0,0.007185815165496314
aida,5d,1,erythrocyte,2,1,412,v1,4.0,3.0,1e-05,100000000,14832.0,0.0007185815165496313
aida,5d,1,erythrocyte,2,1,412,v1,4.0,3.0,1e-05,1000000000,14832.0,7.185815165496314e-05
aida,5d,1,erythrocyte,2,1,412,v2,1.0,3.0,1e-05,1,3708.0,17964.537913740784
aida,5d,1,erythrocyte,2,1,412,v2,1.0,3.0,1e-05,10,3708.0,1796.4537913740783
aida,5d,1,erythrocyte,2,1,412,v2,1.0,3.0,1e-05,100,3708.0,179.64537913740784
aida,5d,1,erythrocyte,2,1,412,v2,1.0,3.0,1e-05,1000,3708.0,17.964537913740784
aida,5d,1,erythrocyte,2,1,412,v2,1.0,3.0,1e-05,10000,3708.0,1.7964537913740783
aida,5d,1,erythrocyte,2,1,412,v2,1.0,3.0,1e-05,100000,3708.0,0.17964537913740783
aida,5d,1,erythrocyte,2,1,412,v2,1.0,3.0,1e-05,1000000,3708.0,0.017964537913740784
aida,5d,1,erythrocyte,2,1,412,v2,1.0,3.0,1e-05,10000000,3708.0,0.0017964537913740784
aida,5d,1,erythrocyte,2,1,412,v2,1.0,3.0,1e-05,100000000,3708.0,0.00017964537913740783
aida,5d,1,erythrocyte,2,1,412,v2,1.0,3.0,1e-05,1000000000,3708.0,1.7964537913740785e-05
aida,5d,1,gamma-delta_T_cell,101,42,413,v1,4.0,3.0,1e-05,1,10584.0,51277.41889941544
aida,5d,1,gamma-delta_T_cell,101,42,413,v1,4.0,3.0,1e-05,10,10584.0,5127.741889941544
aida,5d,1,gamma-delta_T_cell,101,42,413,v1,4.0,3.0,1e-05,100,10584.0,512.7741889941544
aida,5d,1,gamma-delta_T_cell,101,42,413,v1,4.0,3.0,1e-05,1000,10584.0,51.27741889941544
aida,5d,1,gamma-delta_T_cell,101,42,413,v1,4.0,3.0,1e-05,10000,10584.0,5.127741889941544
aida,5d,1,gamma-delta_T_cell,101,42,413,v1,4.0,3.0,1e-05,100000,10584.0,0.5127741889941544
aida,5d,1,gamma-delta_T_cell,101,42,413,v1,4.0,3.0,1e-05,1000000,10584.0,0.051277418899415436
aida,5d,1,gamma-delta_T_cell,101,42,413,v1,4.0,3.0,1e-05,10000000,10584.0,0.005127741889941544
aida,5d,1,gamma-delta_T_cell,101,42,413,v1,4.0,3.0,1e-05,100000000,10584.0,0.0005127741889941544
aida,5d,1,gamma-delta_T_cell,101,42,413,v1,4.0,3.0,1e-05,1000000000,10584.0,5.127741889941544e-05
aida,5d,1,gamma-delta_T_cell,101,42,413,v2,1.0,3.0,1e-05,1,2646.0,12819.35472485386
aida,5d,1,gamma-delta_T_cell,101,42,413,v2,1.0,3.0,1e-05,10,2646.0,1281.935472485386
aida,5d,1,gamma-delta_T_cell,101,42,413,v2,1.0,3.0,1e-05,100,2646.0,128.1935472485386
aida,5d,1,gamma-delta_T_cell,101,42,413,v2,1.0,3.0,1e-05,1000,2646.0,12.81935472485386
aida,5d,1,gamma-delta_T_cell,101,42,413,v2,1.0,3.0,1e-05,10000,2646.0,1.281935472485386
aida,5d,1,gamma-delta_T_cell,101,42,413,v2,1.0,3.0,1e-05,100000,2646.0,0.1281935472485386
aida,5d,1,gamma-delta_T_cell,101,42,413,v2,1.0,3.0,1e-05,1000000,2646.0,0.012819354724853859
aida,5d,1,gamma-delta_T_cell,101,42,413,v2,1.0,3.0,1e-05,10000000,2646.0,0.001281935472485386
aida,5d,1,gamma-delta_T_cell,101,42,413,v2,1.0,3.0,1e-05,100000000,2646.0,0.0001281935472485386
aida,5d,1,gamma-delta_T_cell,101,42,413,v2,1.0,3.0,1e-05,1000000000,2646.0,1.281935472485386e-05
aida,5d,1,mature_B_cell,44,20,486,v1,4.0,3.0,1e-05,1,14580.0,70637.26072878657
aida,5d,1,mature_B_cell,44,20,486,v1,4.0,3.0,1e-05,10,14580.0,7063.726072878657
aida,5d,1,mature_B_cell,44,20,486,v1,4.0,3.0,1e-05,100,14580.0,706.3726072878657
aida,5d,1,mature_B_cell,44,20,486,v1,4.0,3.0,1e-05,1000,14580.0,70.63726072878657
aida,5d,1,mature_B_cell,44,20,486,v1,4.0,3.0,1e-05,10000,14580.0,7.063726072878657
aida,5d,1,mature_B_cell,44,20,486,v1,4.0,3.0,1e-05,100000,14580.0,0.7063726072878657
aida,5d,1,mature_B_cell,44,20,486,v1,4.0,3.0,1e-05,1000000,14580.0,0.07063726072878657
aida,5d,1,mature_B_cell,44,20,486,v1,4.0,3.0,1e-05,10000000,14580.0,0.0070637260728786564
aida,5d,1,mature_B_cell,44,20,486,v1,4.0,3.0,1e-05,100000000,14580.0,0.0007063726072878656
aida,5d,1,mature_B_cell,44,20,486,v1,4.0,3.0,1e-05,1000000000,14580.0,7.063726072878656e-05
aida,5d,1,mature_B_cell,44,20,486,v2,1.0,3.0,1e-05,1,3645.0,17659.315182196642
aida,5d,1,mature_B_cell,44,20,486,v2,1.0,3.0,1e-05,10,3645.0,1765.9315182196642
aida,5d,1,mature_B_cell,44,20,486,v2,1.0,3.0,1e-05,100,3645.0,176.59315182196642
aida,5d,1,mature_B_cell,44,20,486,v2,1.0,3.0,1e-05,1000,3645.0,17.659315182196643
aida,5d,1,mature_B_cell,44,20,486,v2,1.0,3.0,1e-05,10000,3645.0,1.7659315182196642
aida,5d,1,mature_B_cell,44,20,486,v2,1.0,3.0,1e-05,100000,3645.0,0.17659315182196642
aida,5d,1,mature_B_cell,44,20,486,v2,1.0,3.0,1e-05,1000000,3645.0,0.01765931518219664
aida,5d,1,mature_B_cell,44,20,486,v2,1.0,3.0,1e-05,10000000,3645.0,0.0017659315182196641
aida,5d,1,mature_B_cell,44,20,486,v2,1.0,3.0,1e-05,100000000,3645.0,0.0001765931518219664
aida,5d,1,mature_B_cell,44,20,486,v2,1.0,3.0,1e-05,1000000000,3645.0,1.765931518219664e-05
aida,5d,1,memory_B_cell,208,95,426,v1,4.0,3.0,1e-05,1,12893.097345132743,62464.545868982685
aida,5d,1,memory_B_cell,208,95,426,v1,4.0,3.0,1e-05,10,12893.097345132743,6246.454586898269
aida,5d,1,memory_B_cell,208,95,426,v1,4.0,3.0,1e-05,100,12893.097345132743,624.6454586898268
aida,5d,1,memory_B_cell,208,95,426,v1,4.0,3.0,1e-05,1000,12893.097345132743,62.46454586898268
aida,5d,1,memory_B_cell,208,95,426,v1,4.0,3.0,1e-05,10000,12893.097345132743,6.246454586898269
aida,5d,1,memory_B_cell,208,95,426,v1,4.0,3.0,1e-05,100000,12893.097345132743,0.6246454586898268
aida,5d,1,memory_B_cell,208,95,426,v1,4.0,3.0,1e-05,1000000,12893.097345132743,0.06246454586898269
aida,5d,1,memory_B_cell,208,95,426,v1,4.0,3.0,1e-05,10000000,12893.097345132743,0.006246454586898268
aida,5d,1,memory_B_cell,208,95,426,v1,4.0,3.0,1e-05,100000000,12893.097345132743,0.0006246454586898269
aida,5d,1,memory_B_cell,208,95,426,v1,4.0,3.0,1e-05,1000000000,12893.097345132743,6.246454586898268e-05
aida,5d,1,memory_B_cell,208,95,426,v2,1.0,3.0,1e-05,1,3223.2743362831857,15616.136467245671
aida,5d,1,memory_B_cell,208,95,426,v2,1.0,3.0,1e-05,10,3223.2743362831857,1561.6136467245672
aida,5d,1,memory_B_cell,208,95,426,v2,1.0,3.0,1e-05,100,3223.2743362831857,156.1613646724567
aida,5d,1,memory_B_cell,208,95,426,v2,1.0,3.0,1e-05,1000,3223.2743362831857,15.61613646724567
aida,5d,1,memory_B_cell,208,95,426,v2,1.0,3.0,1e-05,10000,3223.2743362831857,1.5616136467245672
aida,5d,1,memory_B_cell,208,95,426,v2,1.0,3.0,1e-05,100000,3223.2743362831857,0.1561613646724567
aida,5d,1,memory_B_cell,208,95,426,v2,1.0,3.0,1e-05,1000000,3223.2743362831857,0.015616136467245672
aida,5d,1,memory_B_cell,208,95,426,v2,1.0,3.0,1e-05,10000000,3223.2743362831857,0.001561613646724567
aida,5d,1,memory_B_cell,208,95,426,v2,1.0,3.0,1e-05,100000000,3223.2743362831857,0.0001561613646724567
aida,5d,1,memory_B_cell,208,95,426,v2,1.0,3.0,1e-05,1000000000,3223.2743362831857,1.561613646724567e-05
aida,5d,1,monocyte,221,74,624,v1,4.0,3.0,1e-05,1,11308.408163265307,54787.0353810775
aida,5d,1,monocyte,221,74,624,v1,4.0,3.0,1e-05,10,11308.408163265307,5478.703538107749
aida,5d,1,monocyte,221,74,624,v1,4.0,3.0,1e-05,100,11308.408163265307,547.870353810775
aida,5d,1,monocyte,221,74,624,v1,4.0,3.0,1e-05,1000,11308.408163265307,54.787035381077494
aida,5d,1,monocyte,221,74,624,v1,4.0,3.0,1e-05,10000,11308.408163265307,5.47870353810775
aida,5d,1,monocyte,221,74,624,v1,4.0,3.0,1e-05,100000,11308.408163265307,0.547870353810775
aida,5d,1,monocyte,221,74,624,v1,4.0,3.0,1e-05,1000000,11308.408163265307,0.0547870353810775
aida,5d,1,monocyte,221,74,624,v1,4.0,3.0,1e-05,10000000,11308.408163265307,0.00547870353810775
aida,5d,1,monocyte,221,74,624,v1,4.0,3.0,1e-05,100000000,11308.408163265307,0.000547870353810775
aida,5d,1,monocyte,221,74,624,v1,4.0,3.0,1e-05,1000000000,11308.408163265307,5.47870353810775e-05
aida,5d,1,monocyte,221,74,624,v2,1.0,3.0,1e-05,1,2827.1020408163267,13696.758845269374
aida,5d,1,monocyte,221,74,624,v2,1.0,3.0,1e-05,10,2827.1020408163267,1369.6758845269374
aida,5d,1,monocyte,221,74,624,v2,1.0,3.0,1e-05,100,2827.1020408163267,136.96758845269375
aida,5d,1,monocyte,221,74,624,v2,1.0,3.0,1e-05,1000,2827.1020408163267,13.696758845269374
aida,5d,1,monocyte,221,74,624,v2,1.0,3.0,1e-05,10000,2827.1020408163267,1.3696758845269374
aida,5d,1,monocyte,221,74,624,v2,1.0,3.0,1e-05,100000,2827.1020408163267,0.13696758845269374
aida,5d,1,monocyte,221,74,624,v2,1.0,3.0,1e-05,1000000,2827.1020408163267,0.013696758845269375
aida,5d,1,monocyte,221,74,624,v2,1.0,3.0,1e-05,10000000,2827.1020408163267,0.0013696758845269375
aida,5d,1,monocyte,221,74,624,v2,1.0,3.0,1e-05,100000000,2827.1020408163267,0.00013696758845269374
aida,5d,1,monocyte,221,74,624,v2,1.0,3.0,1e-05,1000000000,2827.1020408163267,1.3696758845269375e-05
aida,5d,1,mucosal_invariant_T_cell,86,26,391,v1,4.0,3.0,1e-05,1,6099.6,29551.374179787832
aida,5d,1,mucosal_invariant_T_cell,86,26,391,v1,4.0,3.0,1e-05,10,6099.6,2955.137417978783
aida,5d,1,mucosal_invariant_T_cell,86,26,391,v1,4.0,3.0,1e-05,100,6099.6,295.5137417978783
aida,5d,1,mucosal_invariant_T_cell,86,26,391,v1,4.0,3.0,1e-05,1000,6099.6,29.55137417978783
aida,5d,1,mucosal_invariant_T_cell,86,26,391,v1,4.0,3.0,1e-05,10000,6099.6,2.9551374179787833
aida,5d,1,mucosal_invariant_T_cell,86,26,391,v1,4.0,3.0,1e-05,100000,6099.6,0.2955137417978783
aida,5d,1,mucosal_invariant_T_cell,86,26,391,v1,4.0,3.0,1e-05,1000000,6099.6,0.029551374179787832
aida,5d,1,mucosal_invariant_T_cell,86,26,391,v1,4.0,3.0,1e-05,10000000,6099.6,0.002955137417978783
aida,5d,1,mucosal_invariant_T_cell,86,26,391,v1,4.0,3.0,1e-05,100000000,6099.6,0.00029551374179787835
aida,5d,1,mucosal_invariant_T_cell,86,26,391,v1,4.0,3.0,1e-05,1000000000,6099.6,2.955137417978783e-05
aida,5d,1,mucosal_invariant_T_cell,86,26,391,v2,1.0,3.0,1e-05,1,1524.9,7387.843544946958
aida,5d,1,mucosal_invariant_T_cell,86,26,391,v2,1.0,3.0,1e-05,10,1524.9,738.7843544946958
aida,5d,1,mucosal_invariant_T_cell,86,26,391,v2,1.0,3.0,1e-05,100,1524.9,73.87843544946958
aida,5d,1,mucosal_invariant_T_cell,86,26,391,v2,1.0,3.0,1e-05,1000,1524.9,7.387843544946958
aida,5d,1,mucosal_invariant_T_cell,86,26,391,v2,1.0,3.0,1e-05,10000,1524.9,0.7387843544946958
