,highly_variable
CTD-2186M15.3,False
MTMR12,False
ZFR,False
SUB1,False
NPR3,False
CTD-2066L21.3,False
RP11-113I22.1,False
CTD-2203K17.1,False
TARS,False
ADAMTS12,False
SLC45A2,False
AMACR,False
RP11-1084J3.4,False
C1QTNF3,False
RP11-1250I15.3,False
CTD-2024P10.2,False
RAI14,False
CTD-2517O10.6,False
TTC23L,False
RAD1,False
BRIX1,False
DNAJC21,False
PRLR,False
SPEF2,False
CTD-2113L7.1,False
IL7R,False
CAPSL,False
UGT3A1,False
UGT3A2,False
LMBRD2,False
SKP2,False
NADK2,False
NADK2-AS1,False
RANBP3L,False
SLC1A3,False
CTD-2353F22.1,False
CTD-2653M23.3,False
NIPBL,False
C5orf42,True
NUP155,True
WDR70,False
GDNF,False
EGFLAM-AS1,False
LIFR,False
LIFR-AS1,False
OSMR,False
RICTOR,False
FYB,False
AC008964.1,False
C9,False
DAB2,True
PTGER4,False
TTC33,False
PRKAA1,False
RPL37,False
CARD6,False
C7,False
PLCXD3,False
OXCT1,False
C5orf51,False
FBXO4,False
RP11-112L7.1,False
GHR,False
CCDC152,False
SEPP1,False
CTD-2325A15.5,False
CTD-2201E18.5,False
CTD-2035E11.3,True
CTD-2035E11.4,False
ANXA2R,False
AC025171.1,False
CTD-2035E11.5,True
ZNF131,False
NIM1K,False
CTD-2636A23.2,False
HMGCS1,False
CCL28,False
C5orf28,False
C5orf34,False
RP11-159F24.6,False
RP11-159F24.5,False
PAIP1,False
NNT-AS1,False
NNT,False
RP11-473L15.3,False
RP11-53O19.1,False
MRPS30,False
RP11-53O19.3,False
RP11-357F12.1,False
HCN1,False
EMB,False
RP11-269M20.3,False
PARP8,False
CTD-2288O8.1,False
ITGA1,False
PELO,False
ITGA2,False
CTD-2366F13.2,False
MOCS2,False
CTD-2366F13.1,False
FST,False
NDUFS4,False
CTD-2081C10.7,False
ARL15,False
LINC01033,False
HSPB3,False
SNX18,False
ESM1,False
GZMK,True
CTD-2313F11.2,False
CTD-2313F11.3,False
GZMA,True
CDC20B,False
GPX8,False
CCNO,False
RP11-506H20.1,False
DHX29,False
SKIV2L2,False
PPAP2A,False
SLC38A9,False
DDX4,False
IL31RA,False
IL6ST,False
CTD-2031P19.5,False
CTD-2031P19.3,False
CTD-2227I18.1,False
ANKRD55,False
RP11-155L15.1,False
CTC-236F12.4,False
AC022431.2,False
MAP3K1,False
AC008937.2,False
AC008937.3,False
SETD9,False
MIER3,False
CTD-2310F14.1,False
AC016644.1,False
GPBP1,False
RP11-772C9.1,False
RP11-478P10.1,False
PLK2,False
GAPT,True
CTD-2117L12.1,False
RAB3C,False
RP11-479O16.1,False
PDE4D,False
RP11-266N13.2,False
FKSG52,False
PART1,False
DEPDC1B,False
ELOVL7,False
RP11-231G3.1,False
ERCC8,False
NDUFAF2,False
SMIM15,False
CTC-436P18.1,False
CTC-436P18.3,False
ZSWIM6,False
C5orf64,False
KIF2A,False
DIMT1,False
IPO11,False
CKS1B-1,False
LRRC70,False
RNF180,False
RGS7BP,False
SREK1IP1,False
CWC27,False
RP11-307L14.1,False
RP11-307L14.2,False
ADAMTS6,False
CTD-2116N20.1,False
CENPK,False
PPWD1,False
TRIM23,False
TRAPPC13,False
CTC-534A2.2,False
SGTB,False
NLN,False
CTD-2033C11.1,False
ERBB2IP,False
SREK1,False
AC025442.3,False
RP11-305P14.1,False
MAST4,False
MAST4-AS1,False
CTD-2306M10.1,False
CD180,False
CTD-2187J20.1,False
RP11-434D9.1,False
RP11-83M16.5,False
RP11-83M16.6,False
RP11-434D9.2,False
PIK3R1,True
CTC-537E7.3,False
7SK,False
CTC-498J12.1,False
SLC30A5,False
CTC-498J12.3,False
CCNB1,False
CENPH,False
MRPS36,False
CDK7,False
CCDC125,False
TAF9,False
RAD17,False
MARVELD2,False
OCLN,True
GTF2H2C,False
SERF1B,False
SMN2,False
RP11-497H16.9,False
SERF1A,False
SMN1,False
NAIP,False
RP11-195E2.4,False
GTF2H2,False
RP11-136K7.2,False
BDP1,False
MCCC2,False
MAP1B,False
MRPS27,False
PTCD2,False
CTC-365E16.1,False
RP11-389C8.3,False
ZNF366,False
CTC-347C20.2,False
CTC-347C20.1,False
CTD-2631K10.1,False
TNPO1,False
CTD-2376I4.1,False
CTD-2376I4.2,False
FCHO2,True
TMEM171,False
FOXD1,False
RP11-79P5.9,False
BTF3,False
ANKRA2,False
UTP15,False
ARHGEF28,False
ENC1,True
HEXB,False
GFM2,False
NSA2,False
FAM169A,False
CTD-2377O17.1,False
CTD-2503O16.4,False
GCNT4,False
RP11-229C3.2,False
ANKRD31,False
CTD-2235C13.2,False
HMGCR,False
CTD-2235C13.3,False
COL4A3BP,False
POLK,False
CTC-366B18.2,False
CTC-366B18.4,False
ANKDD1B,False
POC5,False
CTC-235G5.3,False
SV2C,False
RP11-466P24.6,False
RP11-466P24.7,False
IQGAP2,False
CTD-2236F14.1,False
F2RL2,False
CTD-2384B11.2,False
F2R,True
F2RL1,False
S100Z,False
CRHBP,False
AGGF1,False
ZBED3,False
CTC-564N23.2,False
ZBED3-AS1,False
PDE8B,False
WDR41,False
OTP,False
TBCA,False
AP3B1,False
CTD-2037K23.2,False
SCAMP1,False
LHFPL2,False
ARSB,False
DMGDH,False
BHMT2,False
BHMT,False
AC016559.1,False
JMY,False
HOMER1,False
PAPD4,False
CMYA5,False
CTC-431G16.2,False
MTX3,False
THBS4,False
CTD-2201I18.1,False
SERINC5,False
CTC-458I2.2,False
ZFYVE16,False
CTD-2015H6.3,False
FAM151B,False
ANKRD34B,False
CTC-325J23.3,False
DHFR,False
CTC-325J23.2,False
MTRNR2L2,False
MSH3,False
CTC-459I6.1,False
RASGRF2,False
CTD-2193P3.2,False
CKMT2-AS1,False
CKMT2,False
ZCCHC9,False
ACOT12,False
SSBP2,False
CTD-2249K22.1,False
ATG10,False
RPS23,False
ATP6AP1L,False
RP11-78C3.1,False
CTD-2227C6.3,False
CTD-2227C6.2,False
RP11-343L5.2,False
TMEM167A,False
XRCC4,False
VCAN,True
VCAN-AS1,False
HAPLN1,False
EDIL3,False
CTD-2269F5.1,False
CTC-384G19.1,False
COX7C,False
CTC-493L21.1,False
CTC-493L21.2,False
RP11-72L22.1,False
AC008394.1,False
RASA1,False
CTC-428H11.2,False
CCNH,False
TMEM161B,False
TMEM161B-AS1,False
LINC00461,False
CTC-467M3.1,False
MEF2C,True
MEF2C-AS1,False
RP11-116A1.1,False
AC113167.1,False
RP11-61G23.2,False
CETN3,False
MBLAC2,False
POLR3G,False
LYSMD3,False
GPR98,False
RP11-414H23.2,False
RP11-213H15.1,False
LUCAT1,False
RP11-213H15.4,False
CTD-2061E19.6,False
ARRDC3,True
RP11-348J24.2,False
CTC-458G6.2,False
NR2F1,False
FAM172A,False
POU5F2,False
RP11-185E12.2,False
KIAA0825,False
ANKRD32,False
MCTP1,False
FAM81B,False
TTC37,False
ARSK,False
GPR150,False
RFESD,False
SPATA9,False
CTD-2154I11.2,False
RHOBTB3,True
GLRX,False
AC008592.4,False
AC008592.8,False
C5orf27,False
ELL2,False
CTD-2337A12.1,False
AC008592.7,False
RP11-254I22.1,False
RP11-254I22.2,False
PCSK1,False
CAST,False
CTC-506B8.1,False
ERAP1,False
CTD-2260A17.1,False
CTD-2260A17.3,False
CTD-2260A17.2,False
ERAP2,False
LNPEP,False
CTD-2215E18.1,False
LIX1,False
RIOK2,False
CTD-2215E18.3,False
RP11-1E3.1,False
RP11-455B3.1,False
RGMB,False
RGMB-AS1,False
CHD1,False
CTD-2007H13.3,False
CTD-2001C12.1,False
FAM174A,False
ST8SIA4,False
SLCO4C1,True
AC008948.1,False
CTD-2340E1.2,False
LINC00491,False
PAM,True
GIN1,False
PPIP5K2,False
C5orf30,False
NUDT12,False
RP11-138J23.1,False
CTD-2374C24.1,False
EFNA5,False
FBXL17,False
LINC01023,False
FER,False
CTD-2587M2.1,False
PJA2,False
RP11-231G15.2,False
CTC-332L22.1,False
MAN2A1,False
TMEM232,False
SLC25A46,False
TSLP,False
WDR36,False
CAMK4,False
AC010468.2,False
CTC-499J9.1,False
STARD4,True
STARD4-AS1,False
NREP,False
EPB41L4A,True
EPB41L4A-AS1,False
CTC-459M5.1,False
CTC-459M5.2,False
EPB41L4A-AS2,False
APC,False
CTC-554D6.1,False
CTC-487M23.8,False
SRP19,False
REEP5,False
ZRSR1,False
CTC-487M23.5,False
CTC-487M23.7,False
DCP2,False
MCC,False
CTD-2201G3.1,False
YTHDC2,False
KCNN2,False
RP11-492A10.1,False
TRIM36,False
CTC-428G20.3,False
PGGT1B,False
CTC-428G20.6,False
CCDC112,False
FEM1C,False
TICAM2,False
TMED7-TICAM2,False
AC010226.4,False
TMED7,False
CTC-505O3.3,False
CDO1,False
ATG12,False
AP3S1,False
AQPEP,False
ARL14EPL,False
CTD-2287O16.4,False
CTD-2287O16.5,False
COMMD10,False
CTC-339F2.2,False
SEMA6A,False
CTB-118N6.3,False
LINC00992,False
CTD-3179P9.1,False
CTD-3179P9.2,False
CTD-2281M20.1,False
CTC-448D22.1,False
DTWD2,False
CTB-161M19.4,False
DMXL1,False
TNFAIP8,False
HSD17B4,False
FAM170A,False
PRR16,False
CTC-546K23.1,False
SRFBP1,False
LOX,False
CTC-441N14.2,False
ZNF474,False
SNCAIP,False
CTD-2280E9.1,False
CTC-210G5.1,False
RP11-166A12.1,False
SNX2,False
SNX24,False
PPIC,False
PRDM6,False
CEP120,False
CSNK1G3,False
ZNF608,False
RP11-436H11.2,False
RP11-284A20.3,False
RP11-425E13.1,False
RP11-395P13.6,False
RP11-114J13.1,False
GRAMD3,False
RP11-517I3.1,False
ALDH7A1,False
PHAX,False
C5orf48,False
RP11-434D11.4,False
LMNB1,False
MARCH3,False
C5orf63,False
MEGF10,False
PRRC1,False
CTC-228N24.1,False
CTC-228N24.2,False
CTC-228N24.3,False
SLC12A2,True
FBN2,False
SLC27A6,False
ISOC1,False
CTC-575N7.1,False
KIAA1024L,False
CHSY3,False
HINT1,False
LYRM7,False
CDC42SE2,False
RAPGEF6,False
FNIP1,True
ACSL6,False
IL3,False
CSF2,False
P4HA2,False
PDLIM4,False
SLC22A4,False
SLC22A5,False
C5orf56,True
AC116366.5,False
AC116366.6,True
IRF1,False
IL5,False
RAD50,False
AC004041.2,False
IL13,False
IL4,False
AC004237.1,False
KIF3A,False
CCNI2,False
SEPT8,False
SOWAHA,False
AC004775.5,False
SHROOM1,False
GDF9,False
UQCRQ,False
LEAP2,False
AFF4,False
CTC-350I8.1,False
ZCCHC10,False
HSPA4,False
CTB-49A3.2,False
FSTL4,False
CTB-49A3.5,False
CTB-49A3.4,False
C5orf15,False
VDAC1,False
CTB-113I20.2,False
TCF7,False
SKP1,False
CTD-2410N18.5,False
PPP2CA,False
CDKL3,False
CTD-2410N18.3,False
UBE2B,False
RP11-215P8.3,False
CDKN2AIPNL,False
RP11-215P8.4,False
AC005355.1,False
AC005355.2,False
JADE2,False
SAR1B,False
SEC24A,False
CAMLG,False
DDX46,False
C5orf24,False
TXNDC15,False
PCBD2,False
CATSPER3,False
PITX1,False
C5orf66,False
H2AFY,False
CTC-203F4.2,False
C5orf20,False
TIFAB,False
CTB-138E5.1,False
CXCL14,False
LECT2,False
TGFBI,False
VTRNA2-1,False
SMAD5-AS1,False
SMAD5,True
RP11-114H21.2,False
SPOCK1,False
KLHL3,False
RP11-381K20.5,False
HNRNPA0,False
RP11-381K20.4,False
RP11-381K20.2,False
MYOT,False
PKD2L2,False
FAM13B,False
RP11-325L7.1,False
RP11-325L7.2,False
WNT8A,False
NME5,False
BRD8,False
KIF20A,False
CDC23,False
GFRA3,False
CDC25C,False
FAM53C,False
RP11-256P1.1,False
KDM3B,False
REEP2,False
EGR1,True
ETF1,False
HSPA9,False
CTNNA1,False
AC034243.1,False
LRRTM2,False
SIL1,False
CTB-46B19.2,False
MATR3,False
PAIP2,False
CTB-43P18.1,False
SLC23A1,False
MZB1,True
PROB1,False
SPATA24,False
DNAJC18,False
ECSCR,False
AC138517.1,False
TMEM173,False
UBE2D2,False
CTD-3224K15.3,False
CXXC5,True
CTD-3224K15.2,False
CTB-35F21.1,False
CTB-35F21.2,False
CTB-35F21.3,False
CTB-35F21.5,False
PSD2,False
NRG2,False
CTB-35F21.4,False
LINC01024,False
PURA,False
IGIP,False
CYSTM1,False
PFDN1,False
HBEGF,False
CTC-329D1.3,False
SLC4A9,False
CTC-329D1.2,False
ANKHD1,False
ANKHD1-EIF4EBP3,False
SRA1,False
EIF4EBP3,False
APBB3,False
SLC35A4,False
CD14,True
NDUFA2,False
TMCO6,False
IK,False
WDR55,False
DND1,True
HARS,False
HARS2,False
ZMAT2,False
PCDHA2,False
PCDHA9,False
PCDHA10,False
AC005609.1,False
PCDHB2,False
PCDHB3,False
AC005754.8,False
PCDHB4,False
PCDHB5,False
PCDHB6,False
PCDHB16,False
PCDHB10,False
PCDHB11,False
PCDHB13,False
PCDHB14,False
PCDHB15,False
SLC25A2,False
TAF7,False
AC005618.6,False
PCDHGA1,False
PCDHGA2,False
PCDHGA3,False
PCDHGB1,False
PCDHGA4,False
PCDHGB2,False
PCDHGA5,False
PCDHGB3,False
PCDHGA6,False
PCDHGA7,False
PCDHGB4,False
PCDHGA8,False
PCDHGA9,False
PCDHGB6,False
PCDHGA10,False
PCDHGB7,False
PCDHGA11,False
PCDHGA12,False
PCDHGC3,False
PCDHGC4,False
PCDHGC5,False
DIAPH1,False
CTD-2024I7.13,False
AC008781.7,False
HDAC3,False
RELL2,False
FCHSD1,False
ARAP3,False
PCDH1,False
KIAA0141,False
PCDH12,False
AC005740.6,False
RNF14,False
GNPDA1,False
NDFIP1,False
SPRY4,False
AC005592.2,False
AC005592.3,False
AC005592.1,False
ARHGAP26,True
ARHGAP26-AS1,False
NR3C1,False
CTD-2050E21.1,False
HMHB1,False
YIPF5,False
KCTD16,False
PRELID2,False
SH3RF2,False
PLAC8L1,False
LARS,False
RBM27,False
TCERG1,False
GPR151,False
CTB-99A3.1,False
PPP2R2B,True
STK32A,False
DPYSL3,False
JAKMIP2,True
SPINK1,False
SCGB3A2,False
SPINK6,False
SPINK13,False
RP11-373N22.3,False
SPINK9,False
FBXO38,False
CTD-2283N19.1,False
HTR4,False
ADRB2,True
SH3TC2,False
RP11-44B19.1,False
CTC-529P8.1,False
ABLIM3,False
AFAP1L1,False
GRPEL2,False
GRPEL2-AS1,False
PCYOX1L,False
IL17B,False
RP11-394O4.3,False
MIR143HG,False
AC131025.8,False
MIR145,False
CSNK1A1,False
ARHGEF37,False
PPARGC1B,False
PDE6A,False
SLC26A2,False
TIGD6,False
HMGXB3,False
CSF1R,True
PDGFRB,True
CDX1,False
SLC6A7,False
CAMK2A,False
ARSI,False
TCOF1,True
CD74,True
RPS14,False
CTC-367J11.1,False
NDST1,False
SYNPO,False
MYOZ3,False
RBM22,False
DCTN4,False
SMIM3,False
AC010441.1,False
IRGM,False
ZNF300,False
GPX3,False
TNIP1,False
ANXA6,False
CTB-17P3.4,False
CCDC69,False
GM2A,False
SLC36A3,False
SLC36A2,False
SLC36A1,False
FAT2,False
CTC-251D13.1,False
CTB-113P19.4,False
SPARC,False
CTB-113P19.5,False
ATOX1,False
CTB-113P19.3,False
G3BP1,False
GLRA1,False
CTB-12O2.1,False
AC091969.1,False
FAM114A2,False
MFAP3,False
GALNT10,True
SAP30L-AS1,False
SAP30L,False
LARP1,False
FAXDC2,False
CNOT8,False
GEMIN5,False
MRPL22,False
KIF4B,False
SGCD,False
TIMD4,False
HAVCR1,False
HAVCR2,True
CTB-120L21.1,False
MED7,False
ITK,False
FAM71B,False
CTB-4E7.1,False
CTC-248O19.1,False
CYFIP2,False
FNDC9,False
CTB-47B11.3,False
ADAM19,True
NIPAL4,False
AC106801.1,False
SOX30,False
THG1L,False
AC026407.1,False
LSM11,False
CLINT1,False
CTC-436K13.1,False
CTC-436K13.6,False
RP11-542A14.2,False
EBF1,True
CTD-2363C16.1,False
RP11-175K6.1,False
RNF145,False
CTB-11I22.1,False
CTB-11I22.2,False
UBLCP1,False
AC008697.1,False
IL12B,False
TTC1,False
PWWP2A,False
FABP6,False
CTB-127C13.1,False
CCNJL,True
C1QTNF2,False
C5orf54,False
SLU7,False
PTTG1,False
MIR146A,False
ATP10B,False
CTC-348L5.1,False
CTC-529G1.1,False
GABRB2,False
GABRA1,False
RP11-541P9.3,False
CCNG1,False
NUDCD2,False
HMMR,False
MAT2B,False
CTC-340A15.2,False
RP11-67M9.1,False
CTB-7E3.1,False
TENM2,False
CTB-78F1.1,False
CTB-178M22.2,False
WWC1,False
RARS,False
FBLL1,False
PANK3,False
SLIT3,False
CTC-558O2.1,False
SPDL1,False
DOCK2,False
CTB-37A13.1,False
FAM196B,False
FOXI1,False
CTB-27N1.1,False
C5orf58,False
LCP2,False
CTB-114C7.4,False
CTB-114C7.3,False
KCNMB1,False
CTD-2270F17.1,False
MIR4454,False
GABRP,False
RANBP17,False
NPM1,False
FGF18,False
FBXW11,False
STK10,False
EFCAB9,False
UBTD2,False
SH3PXD2B,False
NEURL1B,False
RP11-779O18.1,False
RP11-779O18.3,False
DUSP1,False
RP11-536N17.1,False
ERGIC1,False
CTC-308K20.1,False
CTC-308K20.2,False
RPL26L1,False
ATP6V0E1,False
CREBRF,False
CTC-209H22.3,False
BNIP1,False
NKX2-5,False
STC2,False
CTB-33O18.3,False
BOD1,False
CTB-43E15.3,False
CTB-43E15.4,False
CPEB4,True
C5orf47,False
NSG2,False
RP11-267A15.1,False
MSX2,False
SFXN1,False
HRH2,False
CPLX2,False
THOC3,False
RP11-826N14.1,False
RP11-826N14.2,False
FAM153B,False
RP11-844P9.1,False
RP11-826N14.4,False
RP11-844P9.2,False
SIMC1,False
KIAA1191,False
RP11-843P14.2,False
RP11-843P14.1,False
ARL10,False
NOP16,False
HIGD2A,False
CLTB,False
FAF2,False
RNF44,False
CDHR2,False
GPRIN1,False
SNCB,False
EIF4E1B,False
TSPAN17,False
UNC5A,False
HK3,False
UIMC1,False
ZNF346,False
FGFR4,False
NSD1,False
RAB24,False
MXD3,False
PRELID1,False
LMAN2,False
RGS14,False
SLC34A1,False
F12,False
GRK6,False
PRR7-AS1,False
PRR7,False
DBN1,False
PDLIM7,False
RP11-1334A24.6,False
DOK3,False
DDX41,False
FAM193B,False
RP11-1277A3.3,False
TMED9,False
B4GALT7,False
RP11-1277A3.1,False
RP11-1101H11.1,False
FAM153A,False
RP11-1026M7.2,False
RP11-1026M7.3,False
RP11-1252I4.2,False
RP11-423H2.3,False
PROP1,False
FAM153C,False
N4BP3,False
RMND5B,False
NHP2,False
HNRNPAB,False
PHYKPL,False
COL23A1,False
CLK4,False
ZNF354A,False
ZNF354B,False
ZFP2,False
ZNF454,False
RP11-281O15.4,False
GRM6,False
ZNF879,False
ZNF354C,False
ADAMTS2,False
RP11-798K23.4,False
RUFY1,False
RP11-1379J22.2,False
HNRNPH1,True
C5orf60,False
AC136604.1,False
RP11-1379J22.5,False
CBY3,False
CANX,False
MAML1,False
LTC4S,False
MGAT4B,False
SQSTM1,False
C5orf45,False
CTC-241N9.1,False
TBC1D9B,False
RNF130,True
RASGEF1C,False
MAPK9,False
CTB-129O4.1,False
GFPT2,False
CNOT6,False
SCGB3A1,True
FLT4,False
RP11-451H23.3,False
MGAT1,False
LINC00847,False
ZFP62,False
BTNL8,False
BTNL3,False
BTNL9,False
CTC-338M12.2,False
CTC-338M12.5,False
TRIM7,False
CTC-338M12.6,False
CTC-338M12.1,False
TRIM41,False
CTC-338M12.7,False
GNB2L1,False
CTC-338M12.4,False
TRIM52,False
AC008443.1,False
TRIM52-AS1,False
CTC-338M12.9,False
AC138035.2,False
AC138035.1,False
LINC00266-3,False
RP3-416J7.4,False
DUSP22,False
IRF4,False
EXOC2,False
RP1-20B11.2,False
HUS1B,False
RP11-532F6.3,False
RP11-532F6.4,False
RP11-532F6.5,False
FOXQ1,False
RP11-157J24.2,False
FOXC1,False
GMDS,False
GMDS-AS1,False
RP1-136B1.1,False
C6orf195,False
MYLK4,False
WRNIP1,False
SERPINB1,False
RP11-420G6.4,False
SERPINB9,True
SERPINB6,False
LINC01011,False
NQO2,False
RP1-90J20.8,False
RP1-90J20.12,False
RP1-40E16.2,False
RIPK1,False
RP1-40E16.12,False
BPHL,False
RP1-40E16.11,False
TUBB2A,False
TUBB2B,False
PSMG4,False
SLC22A23,False
RP11-506K6.4,False
PXDC1,False
RP11-420L9.5,False
FAM50B,False
RP1-140K8.5,False
C6ORF50,False
RP3-406P24.4,False
RP3-406P24.3,False
PRPF4B,False
C6orf201,False
ECI2,False
RP3-400B16.4,False
RP3-400B16.1,False
RP11-274H24.1,False
CDYL,False
RP3-430A16.1,False
RPP40,False
RP11-428J1.5,False
RP11-428J1.4,False
PPP1R3G,False
LYRM4,False
FARS2,False
RP1-232P20.1,False
RP1-256G22.2,False
RP3-380B8.4,False
NRN1,False
F13A1,False
LY86-AS1,False
LY86,True
RP1-80N2.3,False
RP1-80N2.2,False
RP3-470L22.1,False
RP3-429O6.1,False
RP11-556O15.1,False
RREB1,False
SSR1,False
RP11-69L16.4,False
CAGE1,False
RIOK1,False
RP3-512B11.3,False
DSP,False
SNRNP48,False
BMP6,False
TXNDC5,False
BLOC1S5,False
EEF1E1-BLOC1S5,False
EEF1E1,False
RP11-203H2.2,False
SLC35B3,False
HULC,False
RP11-314C16.1,False
TFAP2A,False
TFAP2A-AS1,False
RP1-290I10.7,False
GCNT2,False
GCNT6,False
C6orf52,False
PAK1IP1,False
TMEM14C,False
RP11-421M1.8,False
TMEM14B,False
SYCP2L,False
MAK,False
GCM2,False
RP11-637O19.2,False
SMIM13,False
ERVFRD-1,False
RP3-510L9.1,False
NEDD9,False
RP11-716O23.1,False
TMEM170B,False
ADTRP,False
RP11-456H18.2,False
HIVEP1,False
EDN1,False
PHACTR1,True
RP1-257A7.4,False
TBC1D7,False
RP1-257A7.5,False
GFOD1,True
GFOD1-AS1,False
SIRT5,False
RP1-223E5.4,False
NOL7,False
AL441883.1,False
RANBP9,False
MCUR1,False
RP3-500L14.2,False
RNF182,False
CD83,True
RP11-359N11.1,False
RP3-448I9.2,False
RP11-330A16.1,False
RP11-560J1.2,False
JARID2,True
JARID2-AS1,False
DTNBP1,False
MYLIP,False
GMPR,False
ATXN1,False
RP1-151F17.1,False
RP1-151F17.2,False
STMND1,False
RBM24,False
CAP2,False
FAM8A1,False
NUP153,False
RP11-500C11.3,False
KIF13A,False
NHLRC1,False
TPMT,False
KDM1B,False
DEK,False
RNF144B,False
RP4-625H18.2,False
ID4,False
MBOAT1,False
RP11-239H6.2,False
E2F3,False
CDKAL1,False
RP3-348I23.2,False
RP1-135L22.1,False
SOX4,True
CASC15,False
CASC14,False
RP11-524C21.2,False
PRL,False
DCDC2,False
KAAG1,False
MRS2,False
GPLD1,False
ALDH5A1,False
KIAA0319,False
TDP2,False
ACOT13,False
RP1-30M3.5,False
C6orf62,True
RP1-30M3.6,False
RP3-369A17.4,False
GMNN,False
C6orf229,False
FAM65B,False
RP11-367G6.3,False
RP3-425P12.5,False
RP3-425P12.1,False
RP3-522P13.3,False
LRRC16A,False
SLC17A1,False
SLC17A3,False
TRIM38,False
U91328.21,False
U91328.20,False
U91328.19,False
U91328.22,False
HIST1H1A,False
HIST1H3A,False
HIST1H4A,False
HIST1H4B,False
HIST1H3B,False
HIST1H2AB,False
HIST1H2BB,False
HIST1H3C,False
HIST1H1C,False
HFE,False
HIST1H4C,True
HIST1H1T,False
HIST1H2BC,False
HIST1H2AC,True
HIST1H1E,False
HIST1H2BD,False
HIST1H2BE,False
HIST1H4D,False
HIST1H3D,True
HIST1H2AD,False
HIST1H2BF,False
HIST1H4E,False
HIST1H2BG,False
HIST1H2AE,True
HIST1H3E,False
HIST1H1D,False
HIST1H4F,False
HIST1H3F,False
HIST1H2BH,False
HIST1H3G,False
HIST1H2BI,False
HIST1H4H,True
BTN3A2,False
BTN2A2,False
BTN3A1,False
BTN3A3,False
BTN2A1,False
BTN1A1,False
HCG11,False
CTA-14H9.5,False
HMGN4,False
ABT1,False
ZNF322,False
RP11-457M11.5,False
LINC00240,False
RP1-86C11.7,False
HIST1H2BJ,False
HIST1H2AG,False
HIST1H2BK,True
HIST1H4I,False
HIST1H2AH,False
PRSS16,False
POM121L2,False
ZNF391,False
RP1-153G14.4,False
ZNF184,False
HIST1H2BL,False
HIST1H2AI,False
HIST1H3H,False
HIST1H2AJ,False
HIST1H2BM,False
HIST1H4J,False
HIST1H4K,False
HIST1H2AK,False
HIST1H2BN,False
HIST1H2AL,False
HIST1H1B,False
HIST1H3I,False
HIST1H4L,False
HIST1H3J,False
HIST1H2AM,False
HIST1H2BO,False
OR2B6,False
RP1-313I6.12,True
ZNF165,False
ZSCAN16-AS1,False
ZSCAN16,False
RP1-265C24.8,False
ZKSCAN8,False
ZSCAN9,False
ZKSCAN4,False
NKAPL,False
PGBD1,False
ZSCAN31,False
ZKSCAN3,False
ZSCAN12,False
ZSCAN23,False
GPX6,False
SCAND3,False
XXbac-BPG308K3.5,False
XXbac-BPG308K3.6,False
HCG14,False
TRIM27,False
C6orf100,False
HCG15,False
ZNF311,False
XXbac-BPG308J9.3,False
UBD,False
GABBR1,False
MOG,False
ZFP57,False
HLA-F,False
XXbac-BPG170G13.32,False
HLA-G,False
HLA-A,False
HCG9,False
ZNRD1-AS1,False
ZNRD1,False
PPP1R11,False
RNF39,False
TRIM31,False
TRIM31-AS1,False
TRIM40,False
TRIM10,False
TRIM15,False
TRIM26,False
HCG17,False
HCG18,False
TRIM39,False
TRIM39-RPP21,False
RPP21,False
HLA-E,False
XXbac-BPG249D20.9,False
GNL1,False
PRR3,False
ABCF1,False
PPP1R10,False
MRPS18B,False
ATAT1,False
C6orf136,False
DHX16,False
PPP1R18,False
NRM,False
MDC1,False
MDC1-AS1,False
TUBB,False
XXbac-BPG252P9.9,False
FLOT1,False
XXbac-BPG252P9.10,False
IER3,True
HCG20,False
XXbac-BPG27H4.8,False
DDR1-AS1,False
DDR1,False
GTF2H4,False
VARS2,False
SFTA2,False
DPCR1,False
HCG21,False
HCG22,False
PSORS1C1,False
CDSN,False
PSORS1C2,False
CCHCR1,False
TCF19,False
POU5F1,False
XXbac-BPG299F13.17,True
HCG27,False
XXbac-BPG299F13.14,False
HLA-C,False
XXbac-BPG248L24.13,False
HLA-B,False
XXbac-BPG181B23.7,False
MICA,False
LINC01149,False
MICB,False
MCCD1,False
ATP6V1G2-DDX39B,False
DDX39B,False
DDX39B-AS1,False
ATP6V1G2,False
NFKBIL1,False
LTA,False
TNF,True
LTB,True
LST1,True
NCR3,True
AIF1,True
PRRC2A,False
BAG6,False
APOM,False
C6orf47,False
C6orf47-AS1,False
GPANK1,False
CSNK2B,False
LY6G5B,False
LY6G5C,False
ABHD16A,False
LY6G6F,False
MEGT1,False
LY6G6D,False
C6orf25,False
LY6G6C,False
DDAH2,False
CLIC1,False
MSH5,False
MSH5-SAPCD1,False
SAPCD1,False
SAPCD1-AS1,False
VWA7,False
VARS,False
LSM2,False
HSPA1L,False
HSPA1A,False
HSPA1B,False
C6orf48,False
NEU1,False
SLC44A4,False
EHMT2,False
C2,False
ZBTB12,False
CFB,False
NELFE,False
SKIV2L,False
DXO,False
STK19,False
CYP21A2,False
TNXB,False
ATF6B,False
FKBPL,False
PRRT1,False
PPT2,False
PPT2-EGFL8,False
EGFL8,False
AGPAT1,False
RNF5,False
AGER,False
PBX2,False
GPSM3,False
NOTCH4,False
XXbac-BPG154L12.4,False
C6orf10,False
HCG23,False
BTNL2,False
HLA-DRA,True
HLA-DRB5,True
HLA-DRB1,True
HLA-DQA1,True
HLA-DQB1,True
